case_id,k,backend,job_id,shots,expected_p,p_hat,p_abs_dev,binomial_sigma,z_score,abs_z_score,status,transpiled_depth,two_qubit_gate_count,two_qubit_depth
g0,0,ibm_fez,d9pg9ct7skus73ckts60,2048,0.24999999999999994,0.24560546875,0.0043945312499999445,0.009568319307746789,-0.45927932677184014,0.45927932677184014,pass,5,0,0
g0,2,ibm_fez,d9pg9d628h6s739r95r0,2048,0.25000000000000033,0.306640625,0.05664062499999967,0.009568319307746794,5.919600211725976,5.919600211725976,watch,76,19,19
