a_exact,backend,backend_status,campaign_id,case_id,counts,expected_p_k,fetch_status,fetched_utc,initial_layout,job_id,k,label,logical_metrics,m_ancilla,optimization_level,p_abs_dev,p_hat,prepared_utc,purpose,qasm_path,result_path,seed,shots,structural_metrics,submitted,submitted_utc,transpile_seconds,transpiled_metrics,transpiled_two_qubit_depth,usage_before_submission
0.25,ibm_fez,"{""operational"": true, ""pending_jobs"": 6, ""status_msg"": ""active""}",phase2_g0_layout_repeat_ibm_fez_opt2_seed67890,g0,"{""000"": 388, ""001"": 411, ""010"": 379, ""011"": 367, ""100"": 127, ""101"": 131, ""110"": 111, ""111"": 134}",0.24999999999999994,DONE,2026-08-05T09:39:34.278760+00:00,,d9pg9ct7skus73ckts60,0,g0_constant_quarter,"{""depth"": 2, ""multi_qubit_gate_count"": 0, ""num_clbits"": 3, ""num_qubits"": 3, ""one_qubit_gate_count"": 3, ""operation_counts"": {""h"": 2, ""measure"": 3, ""ry"": 1}, ""size"": 6, ""swap_count"": 0, ""two_qubit_gate_count"": 0, ""width"": 6}",503,2,0.0043945312499999445,0.24560546875,2026-08-05T09:38:52.311906+00:00,Test audited transpiler seed 67890 for the residual g0 k=2 bias.,/Users/antoniofalco/Library/CloudStorage/Dropbox/TENSORS/Quantum_TENSORS/IBM_Quantum_Proposal/grover-rudolph-qae-benchmark/results/hardware/phase2_g0_layout_repeat_ibm_fez_opt2_seed67890/20260805T093851Z/circuits/g0_k0_transpiled.qasm,/Users/antoniofalco/Library/CloudStorage/Dropbox/TENSORS/Quantum_TENSORS/IBM_Quantum_Proposal/grover-rudolph-qae-benchmark/results/hardware/phase2_g0_layout_repeat_ibm_fez_opt2_seed67890/20260805T093851Z/results/result_g0_k0_d9pg9ct7skus73ckts60.json,67890,2048,"{""canonical_length"": 1.480960979386122, ""maximum_degree"": 0, ""minimum_m1_stratum"": 4, ""multilinear_support"": 1}",True,2026-08-05T09:38:59.847870+00:00,0.8144811670063064,"{""depth"": 5, ""multi_qubit_gate_count"": 0, ""num_clbits"": 3, ""num_qubits"": 156, ""one_qubit_gate_count"": 10, ""operation_counts"": {""measure"": 3, ""rz"": 6, ""sx"": 4}, ""size"": 13, ""swap_count"": 0, ""two_qubit_gate_count"": 0, ""width"": 159}",0,"{""estimated_remaining_seconds"": 9392.0, ""usage_allocation_seconds"": 10800, ""usage_consumed_seconds"": 1408, ""usage_limit_reached"": false, ""usage_limit_seconds"": 10800, ""usage_period"": {""end_time"": ""2027-08-02T17:13:13.026Z"", ""start_time"": ""2026-08-02T17:13:13.026Z""}}"
0.25,ibm_fez,"{""operational"": true, ""pending_jobs"": 6, ""status_msg"": ""active""}",phase2_g0_layout_repeat_ibm_fez_opt2_seed67890,g0,"{""000"": 361, ""001"": 329, ""010"": 390, ""011"": 340, ""100"": 155, ""101"": 152, ""110"": 161, ""111"": 160}",0.25000000000000033,DONE,2026-08-05T09:39:35.278235+00:00,,d9pg9d628h6s739r95r0,2,g0_constant_quarter,"{""depth"": 18, ""multi_qubit_gate_count"": 2, ""num_clbits"": 3, ""num_qubits"": 3, ""one_qubit_gate_count"": 33, ""operation_counts"": {""ccx"": 2, ""h"": 14, ""measure"": 3, ""ry"": 5, ""x"": 12, ""z"": 2}, ""size"": 38, ""swap_count"": 0, ""two_qubit_gate_count"": 0, ""width"": 6}",628,2,0.05664062499999967,0.306640625,2026-08-05T09:38:52.343256+00:00,Test audited transpiler seed 67890 for the residual g0 k=2 bias.,/Users/antoniofalco/Library/CloudStorage/Dropbox/TENSORS/Quantum_TENSORS/IBM_Quantum_Proposal/grover-rudolph-qae-benchmark/results/hardware/phase2_g0_layout_repeat_ibm_fez_opt2_seed67890/20260805T093851Z/circuits/g0_k2_transpiled.qasm,/Users/antoniofalco/Library/CloudStorage/Dropbox/TENSORS/Quantum_TENSORS/IBM_Quantum_Proposal/grover-rudolph-qae-benchmark/results/hardware/phase2_g0_layout_repeat_ibm_fez_opt2_seed67890/20260805T093851Z/results/result_g0_k2_d9pg9d628h6s739r95r0.json,67890,2048,"{""canonical_length"": 1.480960979386122, ""maximum_degree"": 0, ""minimum_m1_stratum"": 4, ""multilinear_support"": 1}",True,2026-08-05T09:39:01.153467+00:00,0.030360958073288202,"{""depth"": 76, ""multi_qubit_gate_count"": 0, ""num_clbits"": 3, ""num_qubits"": 156, ""one_qubit_gate_count"": 74, ""operation_counts"": {""cz"": 19, ""measure"": 3, ""rz"": 33, ""sx"": 37, ""x"": 4}, ""size"": 96, ""swap_count"": 0, ""two_qubit_gate_count"": 19, ""width"": 159}",19,"{""estimated_remaining_seconds"": 9392.0, ""usage_allocation_seconds"": 10800, ""usage_consumed_seconds"": 1408, ""usage_limit_reached"": false, ""usage_limit_seconds"": 10800, ""usage_period"": {""end_time"": ""2027-08-02T17:13:13.026Z"", ""start_time"": ""2026-08-02T17:13:13.026Z""}}"
