case_id,k,backend,job_id,shots,expected_p,p_hat,p_abs_dev,binomial_sigma,z_score,abs_z_score,status,transpiled_depth,two_qubit_gate_count,two_qubit_depth
g0,0,ibm_fez,d9pgca57skus73cku01g,2048,0.24999999999999994,0.2451171875,0.0048828124999999445,0.009568319307746789,-0.510310363079823,0.510310363079823,pass,5,0,0
g0,2,ibm_fez,d9pgcae28h6s739r99fg,2048,0.25000000000000033,0.291015625,0.04101562499999967,0.009568319307746794,4.286607049870525,4.286607049870525,watch,71,19,19
