case_id,discretization_error,family,group_id,ks,mlae_a_hat,mlae_estimation_error,num_qubits,oracle_queries,quadrature_value,rule,total_error,total_shots,true_integral
affine_shifted,0.0,stress,affine_shifted_n2_midpoint,"[0, 1]",0.4056398437364982,0.010639843736498178,2,8192,0.395,midpoint,0.010639843736498178,4096,0.395
g1,1.3322676295501878e-15,calibration,g1_n2_midpoint,"[0, 1]",0.49882809085655666,0.0011719091434433393,2,8192,0.5,midpoint,0.0011719091434446716,4096,0.5000000000000013
g2,0.0,calibration,g2_n2_midpoint,"[0, 1, 2]",0.5001395113662286,0.00013951136622858407,2,18432,0.5,midpoint,0.00013951136622858407,6144,0.5
smooth_bump,0.0006403605143229935,stress,smooth_bump_n3_midpoint,"[0, 1, 2]",0.034901825598314215,0.000928131750657965,3,18432,0.03397369384765625,midpoint,0.0015684922649809585,6144,0.03333333333333326
