case_id,k,backend,job_id,shots,expected_p,p_hat,p_abs_dev,binomial_sigma,z_score,abs_z_score,status,transpiled_depth,two_qubit_gate_count,two_qubit_depth
g0,0,ibm_fez,d9pfdjt7skus73cksvp0,2048,0.24999999999999994,0.2568359375,0.0068359375000000555,0.009568319307746789,0.7144345083117661,0.7144345083117661,pass,6,0,0
g0,2,ibm_fez,d9pfdke28h6s739r88kg,2048,0.25000000000000033,0.59765625,0.34765624999999967,0.009568319307746794,36.33409785128376,36.33409785128376,fail,180,24,24
g1,0,ibm_fez,d9pfdkjbvhrs73a2i9ag,2048,0.5000000000000001,0.54345703125,0.04345703124999989,0.011048543456039806,3.93328147035016,3.93328147035016,watch,60,7,7
g1,1,ibm_fez,d9pfdkrbvhrs73a2i9bg,2048,0.4999999999999996,0.548828125,0.04882812500000039,0.011048543456039806,4.419417382415957,4.419417382415957,watch,241,27,27
g2,0,ibm_fez,d9pfdl628h6s739r88lg,2048,0.5000000000000001,0.4755859375,0.02441406250000011,0.011048543456039806,-2.209708691207971,2.209708691207971,pass,116,16,16
g2,1,ibm_fez,d9pfdlbbvhrs73a2i9c0,2048,0.4999999999999996,0.54443359375,0.04443359375000039,0.011048543456039806,4.021669817998524,4.021669817998524,watch,421,63,63
