backend,backend_status,campaign_id,campaign_type,case_id,chi2,chi2_dof,conditional_rotation_count,counts,fetch_status,fetched_utc,grid_points,implementation,initial_layout,job_id,l1_distance,label,logical_metrics,max_abs_deviation,nonzero_conditional_rotation_count,num_qubits,observed_distribution,optimization_level,prepared_utc,purpose,qasm_path,result_path,runtime_options,seed,shots,source,submitted,submitted_utc,target_probabilities,transpile_seconds,transpiled_metrics,transpiled_two_qubit_depth,tvd,usage_before_submission
ibm_kingston,"{""operational"": true, ""pending_jobs"": 2, ""status_msg"": ""active""}",phase9_affine_n5_distribution_ibm_kingston,gr_distribution_measurement,gr_affine_n5,65.7611125632969,31,31,"{""00000"": 99, ""00001"": 253, ""00010"": 166, ""00011"": 285, ""00100"": 142, ""00101"": 302, ""00110"": 222, ""00111"": 365, ""01000"": 132, ""01001"": 300, ""01010"": 195, ""01011"": 355, ""01100"": 156, ""01101"": 356, ""01110"": 231, ""01111"": 389, ""10000"": 96, ""10001"": 308, ""10010"": 192, ""10011"": 338, ""10100"": 161, ""10101"": 360, ""10110"": 216, ""10111"": 400, ""11000"": 122, ""11001"": 300, ""11010"": 209, ""11011"": 373, ""11100"": 164, ""11101"": 333, ""11110"": 250, ""11111"": 422}",DONE,2026-08-08T20:05:08.359333+00:00,32,ucry,,d9rojjgpdb6s73e56i00,0.06738899327531646,"affine positive law, 32 midpoint cells","{""depth"": 6, ""multi_qubit_gate_count"": 3, ""num_clbits"": 5, ""num_qubits"": 5, ""one_qubit_gate_count"": 1, ""operation_counts"": {""measure"": 5, ""ry"": 1, ""ucry"": 4}, ""size"": 10, ""swap_count"": 0, ""two_qubit_gate_count"": 1, ""width"": 10}",0.008438303500791139,31,5,"[0.0120849609375, 0.01171875, 0.01611328125, 0.014892578125, 0.017333984375, 0.0196533203125, 0.01904296875, 0.02001953125, 0.020263671875, 0.0234375, 0.0238037109375, 0.0255126953125, 0.027099609375, 0.0263671875, 0.0281982421875, 0.030517578125, 0.0308837890625, 0.03759765625, 0.03662109375, 0.03662109375, 0.036865234375, 0.0439453125, 0.04345703125, 0.0406494140625, 0.0347900390625, 0.041259765625, 0.0433349609375, 0.0455322265625, 0.0445556640625, 0.048828125, 0.0474853515625, 0.051513671875]",2,2026-08-08T19:55:51.491695+00:00,First direct algebraic-integration scaling candidate at n=5.,/Users/antoniofalco/Library/CloudStorage/Dropbox/TENSORS/Quantum_TENSORS/IBM_Quantum_Proposal/grover-rudolph-qae-benchmark/results/hardware/phase9_affine_n5_distribution_ibm_kingston/20260808T195550Z/circuits/gr_affine_n5_transpiled.qasm,/Users/antoniofalco/Library/CloudStorage/Dropbox/TENSORS/Quantum_TENSORS/IBM_Quantum_Proposal/grover-rudolph-qae-benchmark/results/hardware/phase9_affine_n5_distribution_ibm_kingston/20260808T195550Z/results/result_gr_affine_n5_d9rojjgpdb6s73e56i00.json,"{""dynamical_decoupling"": {""enable"": true, ""scheduling_method"": ""alap"", ""sequence_type"": ""XY4""}, ""twirling"": {""enable_gates"": true, ""enable_measure"": true, ""num_randomizations"": 32, ""shots_per_randomization"": 256, ""strategy"": ""active-accum""}}",45678,8192,function:affine,True,2026-08-08T19:55:59.033770+00:00,"[0.009407140031645571, 0.010816356803797469, 0.01222557357594937, 0.013634790348101266, 0.015044007120253167, 0.016453223892405063, 0.017862440664556962, 0.01927165743670886, 0.02068087420886076, 0.022090090981012656, 0.023499307753164556, 0.024908524525316455, 0.026317741297468354, 0.027726958069620257, 0.02913617484177215, 0.03054539161392405, 0.03195460838607595, 0.03336382515822785, 0.03477304193037975, 0.036182258702531646, 0.03759147547468354, 0.039000692246835444, 0.04040990901898734, 0.04181912579113924, 0.04322834256329114, 0.04463755933544304, 0.046046776107594944, 0.04745599287974684, 0.04886520965189873, 0.05027442642405063, 0.05168364319620253, 0.05309285996835443]",0.994387875078246,"{""depth"": 171, ""multi_qubit_gate_count"": 0, ""num_clbits"": 5, ""num_qubits"": 156, ""one_qubit_gate_count"": 183, ""operation_counts"": {""cz"": 44, ""measure"": 5, ""rz"": 81, ""sx"": 99, ""x"": 3}, ""size"": 232, ""swap_count"": 0, ""two_qubit_gate_count"": 44, ""width"": 161}",42,0.03369449663765823,"{""estimated_remaining_seconds"": 9327.0, ""usage_allocation_seconds"": 10800, ""usage_consumed_seconds"": 1473, ""usage_limit_reached"": false, ""usage_limit_seconds"": 10800, ""usage_period"": {""end_time"": ""2027-08-02T17:13:13.026Z"", ""start_time"": ""2026-08-02T17:13:13.026Z""}}"
